/usr/local/bin/python3.6 /home/spec/PycharmProjects/NN-Data-Classification/main_example.py
TRAIN | Epoch: 1 | Loss: 0.31722917989417987 | Accuracy: 0.9607166666666667
TEST FOLD 1 | Epoch: 58 | Loss: 0.13047734126984126 | Accuracy: 0.9811
TRAIN | Epoch: 59 | Loss: 0.01613101851851852 | Accuracy: 0.9966666666666667
TEST FOLD 1 | Epoch: 59 | Loss: 0.13026702380952382 | Accuracy: 0.9812
TRAIN | Epoch: 60 | Loss: 0.015843518518518517 | Accuracy: 0.9966666666666667
TEST FOLD 1 | Epoch: 60 | Loss: 0.13617507936507933 | Accuracy: 0.9811
TRAIN | Epoch: 61 | Loss: 0.015458300264550263 | Accuracy: 0.9967166666666667
TEST FOLD 1 | Epoch: 61 | Loss: 0.14474261904761906 | Accuracy: 0.9805
TRAIN | Epoch: 62 | Loss: 0.016830324074074074 | Accuracy: 0.9967
TEST FOLD 1 | Epoch: 62 | Loss: 0.13208984126984127 | Accuracy: 0.9811
TRAIN | Epoch: 63 | Loss: 0.016409133597883596 | Accuracy: 0.9967
TEST FOLD 1 | Epoch: 63 | Loss: 0.13864142857142855 | Accuracy: 0.9805
TRAIN | Epoch: 64 | Loss: 0.015302744708994707 | Accuracy: 0.9966833333333334
TEST FOLD 1 | Epoch: 64 | Loss: 0.13718488095238093 | Accuracy: 0.9807
TRAIN | Epoch: 65 | Loss: 0.01605046296296296 | Accuracy: 0.9967
TEST FOLD 1 | Epoch: 65 | Loss: 0.13337634920634922 | Accuracy: 0.9803
TRAIN | Epoch: 66 | Loss: 0.015508855820105819 | Accuracy: 0.9967
TEST FOLD 1 | Epoch: 66 | Loss: 0.1337493650793651 | Accuracy: 0.9808
TRAIN | Epoch: 67 | Loss: 0.015005522486772487 | Accuracy: 0.9967166666666667
TEST FOLD 1 | Epoch: 67 | Loss: 0.13431031746031744 | Accuracy: 0.9808
TRAIN | Epoch: 68 | Loss: 0.01573597222222222 | Accuracy: 0.9966833333333334
TEST FOLD 1 | Epoch: 68 | Loss: 0.13406071428571426 | Accuracy: 0.9807
TRAIN | Epoch: 69 | Loss: 0.01567658068783069 | Accuracy: 0.99675
TEST FOLD 1 | Epoch: 69 | Loss: 0.13506944444444444 | Accuracy: 0.9807
TRAIN | Epoch: 70 | Loss: 0.01500482804232804 | Accuracy: 0.99675
TEST FOLD 1 | Epoch: 70 | Loss: 0.1360890873015873 | Accuracy: 0.9806
TRAIN | Epoch: 71 | Loss: 0.015550753968253967 | Accuracy: 0.9967833333333334
TEST FOLD 1 | Epoch: 71 | Loss: 0.1445208333333333 | Accuracy: 0.9807
TRAIN | Epoch: 72 | Loss: 0.016995892857142855 | Accuracy: 0.99675
TEST FOLD 1 | Epoch: 72 | Loss: 0.13414424603174602 | Accuracy: 0.9809
TRAIN | Epoch: 73 | Loss: 0.01604154761904762 | Accuracy: 0.9967833333333334
TEST FOLD 1 | Epoch: 73 | Loss: 0.13566051587301586 | Accuracy: 0.9808
TRAIN | Epoch: 74 | Loss: 0.01607202380952381 | Accuracy: 0.9968166666666667
TEST FOLD 1 | Epoch: 74 | Loss: 0.13909781746031746 | Accuracy: 0.9811
TRAIN | Epoch: 75 | Loss: 0.016363630952380952 | Accuracy: 0.9968166666666667
TEST FOLD 1 | Epoch: 75 | Loss: 0.13558551587301584 | Accuracy: 0.9806
TRAIN | Epoch: 76 | Loss: 0.016351686507936506 | Accuracy: 0.9968333333333333
TEST FOLD 1 | Epoch: 76 | Loss: 0.13736607142857143 | Accuracy: 0.9811
TRAIN | Epoch: 77 | Loss: 0.015928174603174604 | Accuracy: 0.99685
TEST FOLD 1 | Epoch: 77 | Loss: 0.1401801587301587 | Accuracy: 0.9805
TRAIN | Epoch: 78 | Loss: 0.015692341269841273 | Accuracy: 0.99685
TEST FOLD 1 | Epoch: 78 | Loss: 0.13799027777777778 | Accuracy: 0.9803
TRAIN | Epoch: 79 | Loss: 0.014873015873015873 | Accuracy: 0.9968833333333333
TEST FOLD 1 | Epoch: 79 | Loss: 0.13491210317460317 | Accuracy: 0.981
TRAIN | Epoch: 80 | Loss: 0.015393756613756613 | Accuracy: 0.9968833333333333
TEST FOLD 1 | Epoch: 80 | Loss: 0.13928869047619047 | Accuracy: 0.9805
TRAIN | Epoch: 81 | Loss: 0.015267599206349207 | Accuracy: 0.9969
TEST FOLD 1 | Epoch: 81 | Loss: 0.13406904761904762 | Accuracy: 0.9807
TRAIN | Epoch: 82 | Loss: 0.015353849206349208 | Accuracy: 0.9969166666666667
TEST FOLD 1 | Epoch: 82 | Loss: 0.14046904761904763 | Accuracy: 0.9806
TRAIN | Epoch: 83 | Loss: 0.01530708994708995 | Accuracy: 0.9969
TEST FOLD 1 | Epoch: 83 | Loss: 0.14398333333333332 | Accuracy: 0.9803
TRAIN | Epoch: 84 | Loss: 0.01538815476190476 | Accuracy: 0.9969
TEST FOLD 1 | Epoch: 84 | Loss: 0.13975912698412699 | Accuracy: 0.9808
TRAIN | Epoch: 85 | Loss: 0.015141812169312171 | Accuracy: 0.9968833333333333
TEST FOLD 1 | Epoch: 85 | Loss: 0.14258511904761903 | Accuracy: 0.9811
TRAIN | Epoch: 86 | Loss: 0.015078141534391533 | Accuracy: 0.9969166666666667
TEST FOLD 1 | Epoch: 86 | Loss: 0.14616484126984128 | Accuracy: 0.9807
TRAIN | Epoch: 87 | Loss: 0.014525006613756613 | Accuracy: 0.9969333333333333
TEST FOLD 1 | Epoch: 87 | Loss: 0.14373690476190473 | Accuracy: 0.9809
TRAIN | Epoch: 88 | Loss: 0.015045859788359787 | Accuracy: 0.99695
TEST FOLD 1 | Epoch: 88 | Loss: 0.13660662698412698 | Accuracy: 0.981
TRAIN | Epoch: 89 | Loss: 0.015262771164021164 | Accuracy: 0.9969333333333333
TEST FOLD 1 | Epoch: 89 | Loss: 0.13746325396825396 | Accuracy: 0.9797
TRAIN | Epoch: 90 | Loss: 0.014726428571428571 | Accuracy: 0.9969666666666667
TEST FOLD 1 | Epoch: 90 | Loss: 0.1376265476190476 | Accuracy: 0.9808
TRAIN | Epoch: 91 | Loss: 0.014697460317460321 | Accuracy: 0.9969833333333333
TEST FOLD 1 | Epoch: 91 | Loss: 0.13735690476190476 | Accuracy: 0.9811
TRAIN | Epoch: 92 | Loss: 0.014639160052910053 | Accuracy: 0.9969833333333333
TEST FOLD 1 | Epoch: 92 | Loss: 0.13692440476190476 | Accuracy: 0.9806
TRAIN | Epoch: 93 | Loss: 0.014655826719576718 | Accuracy: 0.9969833333333333
TEST FOLD 1 | Epoch: 93 | Loss: 0.14329940476190478 | Accuracy: 0.9807
TRAIN | Epoch: 94 | Loss: 0.014656289682539682 | Accuracy: 0.9969833333333333
TEST FOLD 1 | Epoch: 94 | Loss: 0.14111940476190477 | Accuracy: 0.9813
TRAIN | Epoch: 95 | Loss: 0.015015410052910053 | Accuracy: 0.9969666666666667
TEST FOLD 1 | Epoch: 95 | Loss: 0.14202496031746029 | Accuracy: 0.9811
TRAIN | Epoch: 96 | Loss: 0.014901521164021164 | Accuracy: 0.9969833333333333
TEST FOLD 1 | Epoch: 96 | Loss: 0.14138190476190476 | Accuracy: 0.9811
TRAIN | Epoch: 97 | Loss: 0.01471207671957672 | Accuracy: 0.9969833333333333
TEST FOLD 1 | Epoch: 97 | Loss: 0.14298190476190475 | Accuracy: 0.9809
TRAIN | Epoch: 98 | Loss: 0.014810965608465607 | Accuracy: 0.9969833333333333
TEST FOLD 1 | Epoch: 98 | Loss: 0.14126746031746032 | Accuracy: 0.9809
TRAIN | Epoch: 99 | Loss: 0.014863048941798941 | Accuracy: 0.9969833333333333
TEST FOLD 1 | Epoch: 99 | Loss: 0.14103690476190475 | Accuracy: 0.981
TRAIN | Epoch: 100 | Loss: 0.014728743386243387 | Accuracy: 0.997
TEST FOLD 1 | Epoch: 100 | Loss: 0.1414947619047619 | Accuracy: 0.9811
Time: 7808.325291497 seconds
TRAIN RESULTS
Loss: 0.014728743386243389
Accuracy (%): 99.7
TEST RESULTS
Loss: 0.1414947619047619
Accuracy (%): 98.11
